userName,content,score,at,label_num,label,text_Clean,text_Normalization,text_StopWord,text_Tokenization,text_Stemmindo,text_String
Pengguna Google,sekarang kebanyakan iklan dan lama iklanya 15detik.an..bagus get contacts jaman dulu.,1,2025-04-07 08:03:40,-1,negative,sekarang kebanyakan iklan dan lama iklanya 15detik an bagus get contacts jaman dulu,sekarang kebanyakan iklan dan lama iklanya 15detik an bagus get contacts jaman dulu,kebanyakan iklan iklanya 15detik an bagus get contacts jaman,"['kebanyakan', 'iklan', 'iklanya', '15detik', 'an', 'bagus', 'get', 'contacts', 'jaman']","['banyak', 'iklan', 'iklanya', '15detik', 'an', 'bagus', 'get', 'contacts', 'jaman']",banyak iklan iklanya 15detik bagus contacts jaman
Pengguna Google,bagus,5,2025-04-07 07:55:15,1,positive,bagus,bagus,bagus,['bagus'],['bagus'],bagus
Pengguna Google,mantap,5,2025-04-07 07:52:30,1,positive,mantap,mantap,mantap,['mantap'],['mantap'],mantap
Pengguna Google,"bayar terus, parah",1,2025-04-07 07:41:33,-1,negative,bayar terus parah,bayar terus parah,bayar parah,"['bayar', 'parah']","['bayar', 'parah']",bayar parah
Pengguna Google,kenapa susah kali verifikasinya udah berapa hari ga bisa bisa,1,2025-04-07 07:24:01,-1,negative,kenapa susah kali verifikasinya udah berapa hari ga bisa bisa,kenapa susah kali verifikasinya sudah berapa hari tidak bisa bisa,susah kali verifikasinya,"['susah', 'kali', 'verifikasinya']","['susah', 'kali', 'verifikasi']",susah kali verifikasi
Pengguna Google,parah klo gak bayar sama aja gak guna,1,2025-04-07 07:21:46,-1,negative,parah klo gak bayar sama aja gak guna,parah kalau tidak bayar sama saja tidak guna,parah bayar,"['parah', 'bayar']","['parah', 'bayar']",parah bayar
Pengguna Google,sangat bagus cukup membantu 👍👍,5,2025-04-07 07:14:56,1,positive,sangat bagus cukup membantu,sangat bagus cukup membantu,bagus membantu,"['bagus', 'membantu']","['bagus', 'bantu']",bagus bantu
Pengguna Google,sangat bermanfaat,5,2025-04-07 07:10:14,1,positive,sangat bermanfaat,sangat bermanfaat,bermanfaat,['bermanfaat'],['manfaat'],manfaat
Pengguna Google,apala premium,2,2025-04-07 07:02:51,-1,negative,apala premium,apala premium,apala premium,"['apala', 'premium']","['apala', 'premium']",apala premium
Pengguna Google,mending ganti aja jangan berbayar tapi pake iklan kayak dlu lagi,1,2025-04-07 06:46:34,-1,negative,mending ganti aja jangan berbayar tapi pake iklan kayak dlu lagi,mending ganti saja jangan berbayar tapi pakai iklan kayak dulu lagi,mending ganti berbayar pakai iklan kayak,"['mending', 'ganti', 'berbayar', 'pakai', 'iklan', 'kayak']","['mending', 'ganti', 'bayar', 'pakai', 'iklan', 'kayak']",mending ganti bayar pakai iklan kayak
Pengguna Google,aplikasi ini sangat jelek karena saat d butuhkan hrus berlangganan,1,2025-04-07 06:42:20,-1,negative,aplikasi ini sangat jelek karena saat d butuhkan hrus berlangganan,aplikasi ini sangat jelek karena saat di butuhkan harus berlangganan,aplikasi jelek butuhkan berlangganan,"['aplikasi', 'jelek', 'butuhkan', 'berlangganan']","['aplikasi', 'jelek', 'butuh', 'langgan']",aplikasi jelek butuh langgan
Pengguna Google,"apk nya jlk, eror Mulu",1,2025-04-07 06:00:40,-1,negative,apk nya jlk eror mulu,apk ya jlk eror mulu,apk ya jlk eror mulu,"['apk', 'ya', 'jlk', 'eror', 'mulu']","['apk', 'ya', 'jlk', 'eror', 'mulu']",eror mulu
Pengguna Google,"Kok gabisa login ya? Nomer nya menjadi ngasal, padahal nulis nya sudah benar",1,2025-04-07 05:23:05,-1,negative,kok gabisa login ya nomer nya menjadi ngasal padahal nulis nya sudah benar,kok tidak bisa login ya nomer ya menjadi ngasal padahal menulis ya sudah benar,login ya nomer ya ngasal menulis ya,"['login', 'ya', 'nomer', 'ya', 'ngasal', 'menulis', 'ya']","['login', 'ya', 'nomer', 'ya', 'ngasal', 'tulis', 'ya']",login nomer ngasal tulis
Pengguna Google,aplikasi bagus,3,2025-04-07 05:06:32,0,neutral,aplikasi bagus,aplikasi bagus,aplikasi bagus,"['aplikasi', 'bagus']","['aplikasi', 'bagus']",aplikasi bagus
Pengguna Google,"aplikasinya kok ga bisa dibuka,katanya aplikasi belum dipasang,padahal penyimpanan oke",2,2025-04-07 04:50:48,-1,negative,aplikasinya kok ga bisa dibuka katanya aplikasi belum dipasang padahal penyimpanan oke,aplikasinya kok tidak bisa dibuka katanya aplikasi belum dipasang padahal penyimpanan oke,aplikasinya dibuka aplikasi dipasang penyimpanan oke,"['aplikasinya', 'dibuka', 'aplikasi', 'dipasang', 'penyimpanan', 'oke']","['aplikasi', 'buka', 'aplikasi', 'pasang', 'simpan', 'oke']",aplikasi buka aplikasi pasang simpan
Pengguna Google,susah banget daftar nya gak mau lagi pake nya,1,2025-04-07 04:47:52,-1,negative,susah banget daftar nya gak mau lagi pake nya,susah banget daftar ya tidak mau lagi pakai ya,susah banget daftar ya pakai ya,"['susah', 'banget', 'daftar', 'ya', 'pakai', 'ya']","['susah', 'banget', 'daftar', 'ya', 'pakai', 'ya']",susah banget daftar pakai
Pengguna Google,ok,3,2025-04-07 04:29:08,0,neutral,ok,ok,ok,['ok'],['ok'],
Pengguna Google,tidak puas,1,2025-04-07 04:19:34,-1,negative,tidak puas,tidak puas,puas,['puas'],['puas'],puas
Pengguna Google,gabisa liat semua tag,1,2025-04-07 04:19:05,-1,negative,gabisa liat semua tag,tidak bisa lihat semua tag,lihat tag,"['lihat', 'tag']","['lihat', 'tag']",lihat
Pengguna Google,terlalu bnyk premium dulu tida seperti itu dasar sama aja kaya capcut,1,2025-04-07 04:06:47,-1,negative,terlalu bnyk premium dulu tida seperti itu dasar sama aja kaya capcut,terlalu banyak premium dulu tida seperti itu dasar sama saja kayak capcut,premium tida dasar kayak capcut,"['premium', 'tida', 'dasar', 'kayak', 'capcut']","['premium', 'tida', 'dasar', 'kayak', 'capcut']",premium tida dasar kayak capcut
Pengguna Google,bagus tapi harus berlangganan,5,2025-04-07 04:02:20,1,positive,bagus tapi harus berlangganan,bagus tapi harus berlangganan,bagus berlangganan,"['bagus', 'berlangganan']","['bagus', 'langgan']",bagus langgan
Pengguna Google,mau lihat tag aja kudu langganan ya,2,2025-04-07 03:57:35,-1,negative,mau lihat tag aja kudu langganan ya,mau lihat tag saja kudu langganan ya,lihat tag kudu langganan ya,"['lihat', 'tag', 'kudu', 'langganan', 'ya']","['lihat', 'tag', 'kudu', 'langgan', 'ya']",lihat kudu langgan
Pengguna Google,mantap,5,2025-04-07 03:56:58,1,positive,mantap,mantap,mantap,['mantap'],['mantap'],mantap
Pengguna Google,baguss,5,2025-04-07 03:46:44,1,positive,baguss,bagus,bagus,['bagus'],['bagus'],bagus
Pengguna Google,"keren tapi fitur nya sekarang bikin sakit kepala, lebih suka fitur lamanya yang sederhana dan mudah dipahami",4,2025-04-07 03:40:15,1,positive,keren tapi fitur nya sekarang bikin sakit kepala lebih suka fitur lamanya yang sederhana dan mudah dipahami,keren tapi fitur ya sekarang bikin sakit kepala lebih suka fitur lamanya yang sederhana dan mudah dipahami,keren fitur ya bikin sakit kepala suka fitur sederhana mudah dipahami,"['keren', 'fitur', 'ya', 'bikin', 'sakit', 'kepala', 'suka', 'fitur', 'sederhana', 'mudah', 'dipahami']","['keren', 'fitur', 'ya', 'bikin', 'sakit', 'kepala', 'suka', 'fitur', 'sederhana', 'mudah', 'paham']",keren fitur bikin sakit kepala suka fitur sederhana mudah paham
Pengguna Google,gak sesuai yang ada di iklaan,1,2025-04-07 03:14:10,-1,negative,gak sesuai yang ada di iklaan,tidak sesuai yang ada di iklaan,sesuai iklaan,"['sesuai', 'iklaan']","['sesuai', 'iklaan']",sesuai iklaan
Pengguna Google,bagus sekali,5,2025-04-07 02:52:35,1,positive,bagus sekali,bagus sekali,bagus,['bagus'],['bagus'],bagus
Pengguna Google,kenapa ya buat perpanjang Langganan nya susah?? padahal aku mau bgt langganan,3,2025-04-07 02:48:54,0,neutral,kenapa ya buat perpanjang langganan nya susah padahal aku mau bgt langganan,kenapa ya buat perpanjang langganan ya susah padahal aku mau banget langganan,ya perpanjang langganan ya susah banget langganan,"['ya', 'perpanjang', 'langganan', 'ya', 'susah', 'banget', 'langganan']","['ya', 'panjang', 'langgan', 'ya', 'susah', 'banget', 'langgan']",panjang langgan susah banget langgan
Pengguna Google,sangat membantu,5,2025-04-07 02:46:42,1,positive,sangat membantu,sangat membantu,membantu,['membantu'],['bantu'],bantu
Pengguna Google,terima kasih atas petunjuk ya tapi dari semua tidak bisa di lihat semua,5,2025-04-07 02:20:44,1,positive,terima kasih atas petunjuk ya tapi dari semua tidak bisa di lihat semua,terima kasih atas petunjuk ya tapi dari semua tidak bisa di lihat semua,terima kasih petunjuk ya lihat,"['terima', 'kasih', 'petunjuk', 'ya', 'lihat']","['terima', 'kasih', 'tunjuk', 'ya', 'lihat']",terima kasih tunjuk lihat
Pengguna Google,"bug betul, mau verifikasi aja kaga bisa",1,2025-04-07 01:53:12,-1,negative,bug betul mau verifikasi aja kaga bisa,bug betul mau verifikasi saja kagak bisa,bug verifikasi kagak,"['bug', 'verifikasi', 'kagak']","['bug', 'verifikasi', 'kagak']",verifikasi kagak
Pengguna Google,premium nya gak worth it,1,2025-04-07 01:48:51,-1,negative,premium nya gak worth it,premium ya tidak worth itu,premium ya worth,"['premium', 'ya', 'worth']","['premium', 'ya', 'worth']",premium worth
Pengguna Google,bagus,5,2025-04-07 01:29:11,1,positive,bagus,bagus,bagus,['bagus'],['bagus'],bagus
Pengguna Google,Sudah premium pun masih ada batasan. Mau kau apa?,1,2025-04-07 00:12:35,-1,negative,sudah premium pun masih ada batasan mau kau apa,sudah premium pun masih ada batasan mau kau apa,premium batasan kau,"['premium', 'batasan', 'kau']","['premium', 'batas', 'kau']",premium batas
Pengguna Google,"saat verifikasi serasa sulit, selalu berulang ulang di tahap yang sama, padahal sudah mengikuti step sesuai arahan, tolong lebih di perbaiki lagi",3,2025-04-06 23:44:13,0,neutral,saat verifikasi serasa sulit selalu berulang ulang di tahap yang sama padahal sudah mengikuti step sesuai arahan tolong lebih di perbaiki lagi,saat verifikasi serasa sulit selalu berulang ulang di tahap yang sama padahal sudah mengikuti step sesuai arahan tolong lebih di perbaiki lagi,verifikasi serasa sulit berulang ulang tahap mengikuti step sesuai arahan tolong perbaiki,"['verifikasi', 'serasa', 'sulit', 'berulang', 'ulang', 'tahap', 'mengikuti', 'step', 'sesuai', 'arahan', 'tolong', 'perbaiki']","['verifikasi', 'serasa', 'sulit', 'ulang', 'ulang', 'tahap', 'ikut', 'step', 'sesuai', 'arah', 'tolong', 'baik']",verifikasi serasa sulit ulang ulang tahap ikut step sesuai arah tolong baik
Pengguna Google,bagus,5,2025-04-06 23:21:10,1,positive,bagus,bagus,bagus,['bagus'],['bagus'],bagus
Pengguna Google,sangat membantu,5,2025-04-06 22:57:03,1,positive,sangat membantu,sangat membantu,membantu,['membantu'],['bantu'],bantu
Pengguna Google,"maaf min kok saya gak bisa login terus ya padahal udah saya coba berkali' kok tetep gak bisa?? ""email salah"" dan""nomor salah"" padahal udah bener tolong minnn 😭🙏🏻🙏🏻 saya mau liat crush saya sv saya apa 🙏🏻😭😭",4,2025-04-06 22:48:26,1,positive,maaf min kok saya gak bisa login terus ya padahal udah saya coba berkali kok tetep gak bisa email salah dan nomor salah padahal udah bener tolong minnn saya mau liat crush saya sv saya apa,maaf min kok saya tidak bisa login terus ya padahal sudah saya coba berkali kok tetap tidak bisa email salah dan nomor salah padahal sudah benar tolong minnn saya mau lihat crush saya sv saya apa,maaf min login ya coba berkali email salah nomor salah tolong minnn lihat crush sv,"['maaf', 'min', 'login', 'ya', 'coba', 'berkali', 'email', 'salah', 'nomor', 'salah', 'tolong', 'minnn', 'lihat', 'crush', 'sv']","['maaf', 'min', 'login', 'ya', 'coba', 'kali', 'email', 'salah', 'nomor', 'salah', 'tolong', 'minnn', 'lihat', 'crush', 'sv']",maaf login coba kali email salah nomor salah tolong minnn lihat crush
Pengguna Google,ok,5,2025-04-06 22:43:35,1,positive,ok,ok,ok,['ok'],['ok'],
Pengguna Google,ini sangat bagus,5,2025-04-06 22:41:54,1,positive,ini sangat bagus,ini sangat bagus,bagus,['bagus'],['bagus'],bagus
Pengguna Google,makasih sangat membantu,5,2025-04-06 21:13:48,1,positive,makasih sangat membantu,terima kasih sangat membantu,terima kasih membantu,"['terima', 'kasih', 'membantu']","['terima', 'kasih', 'bantu']",terima kasih bantu
Pengguna Google,cukup baik,5,2025-04-06 21:01:19,1,positive,cukup baik,cukup baik,,[],[],
Pengguna Google,tidak bisa di sertifikasi,1,2025-04-06 19:41:25,-1,negative,tidak bisa di sertifikasi,tidak bisa di sertifikasi,sertifikasi,['sertifikasi'],['sertifikasi'],sertifikasi
Pengguna Google,kok ngeliat tq harus premium sekarang..?,1,2025-04-06 19:33:35,-1,negative,kok ngeliat tq harus premium sekarang,kok melihat tq harus premium sekarang,tq premium,"['tq', 'premium']","['tq', 'premium']",premium
Pengguna Google,"saya sudah verivikasi tapi kenapa gak bisa, mohon bantuannya dan perbaikan sistem nya",4,2025-04-06 19:05:09,1,positive,saya sudah verivikasi tapi kenapa gak bisa mohon bantuannya dan perbaikan sistem nya,saya sudah verivikasi tapi kenapa tidak bisa mohon bantuannya dan perbaikan sistem ya,verivikasi mohon bantuannya perbaikan sistem ya,"['verivikasi', 'mohon', 'bantuannya', 'perbaikan', 'sistem', 'ya']","['verivikasi', 'mohon', 'bantu', 'baik', 'sistem', 'ya']",verivikasi mohon bantu baik sistem
Pengguna Google,"verifikasi no hp susah, ribet bener",1,2025-04-06 18:42:27,-1,negative,verifikasi no hp susah ribet bener,verifikasi no hp susah ribet benar,verifikasi no hp susah ribet,"['verifikasi', 'no', 'hp', 'susah', 'ribet']","['verifikasi', 'no', 'hp', 'susah', 'ribet']",verifikasi susah ribet
Pengguna Google,masa harus premium dlu,1,2025-04-06 18:37:44,-1,negative,masa harus premium dlu,masa harus premium dulu,premium,['premium'],['premium'],premium
Pengguna Google,masa liat kontak harus bayar,1,2025-04-06 18:16:35,-1,negative,masa liat kontak harus bayar,masa lihat kontak harus bayar,lihat kontak bayar,"['lihat', 'kontak', 'bayar']","['lihat', 'kontak', 'bayar']",lihat kontak bayar
Pengguna Google,oke,5,2025-04-06 17:33:37,1,positive,oke,oke,oke,['oke'],['oke'],
Pengguna Google,bagus sih,5,2025-04-06 16:55:54,1,positive,bagus sih,bagus sih,bagus sih,"['bagus', 'sih']","['bagus', 'sih']",bagus
Pengguna Google,bagus banget apk nya bisa COD barang punya orang👿 🥰😣,1,2025-04-06 16:50:47,-1,negative,bagus banget apk nya bisa cod barang punya orang,bagus banget apk ya bisa cod barang punya orang,bagus banget apk ya cod barang orang,"['bagus', 'banget', 'apk', 'ya', 'cod', 'barang', 'orang']","['bagus', 'banget', 'apk', 'ya', 'cod', 'barang', 'orang']",bagus banget barang orang
Pengguna Google,super canggih,5,2025-04-06 16:27:35,1,positive,super canggih,super canggih,super canggih,"['super', 'canggih']","['super', 'canggih']",super canggih
Pengguna Google,gak bisa lihat semua,3,2025-04-06 16:16:00,0,neutral,gak bisa lihat semua,tidak bisa lihat semua,lihat,['lihat'],['lihat'],lihat
Pengguna Google,HAPUS PREMIUM !!!!!,1,2025-04-06 15:54:59,-1,negative,hapus premium,hapus premium,hapus premium,"['hapus', 'premium']","['hapus', 'premium']",hapus premium
Pengguna Google,busuk harus premium dulu klo mau liat nomer,1,2025-04-06 15:36:40,-1,negative,busuk harus premium dulu klo mau liat nomer,busuk harus premium dulu kalau mau lihat nomer,busuk premium lihat nomer,"['busuk', 'premium', 'lihat', 'nomer']","['busuk', 'premium', 'lihat', 'nomer']",busuk premium lihat nomer
Pengguna Google,sebenarnya aku suka sama aplikasi ini tapi saya tidak mengerti cara melihat orang memberi nama saya.,5,2025-04-06 15:31:48,1,positive,sebenarnya aku suka sama aplikasi ini tapi saya tidak mengerti cara melihat orang memberi nama saya,sebenarnya aku suka sama aplikasi ini tapi saya tidak mengerti cara melihat orang memberi nama saya,suka aplikasi mengerti orang nama,"['suka', 'aplikasi', 'mengerti', 'orang', 'nama']","['suka', 'aplikasi', 'erti', 'orang', 'nama']",suka aplikasi erti orang nama
Pengguna Google,"bikin emosi bgt pas login nya ngulang ngulang trus dan harus nunggu lagi karna terlalu banyak ngulang, gajelas bgt apk ny ih",1,2025-04-06 15:28:34,-1,negative,bikin emosi bgt pas login nya ngulang ngulang trus dan harus nunggu lagi karna terlalu banyak ngulang gajelas bgt apk ny ih,bikin emosi banget pas login ya ngulang ngulang terus dan harus menunggu lagi karena terlalu banyak ngulang tidak jelas banget apk nya ih,bikin emosi banget pas login ya ngulang ngulang menunggu ngulang banget apk nya ih,"['bikin', 'emosi', 'banget', 'pas', 'login', 'ya', 'ngulang', 'ngulang', 'menunggu', 'ngulang', 'banget', 'apk', 'nya', 'ih']","['bikin', 'emosi', 'banget', 'pas', 'login', 'ya', 'ngulang', 'ngulang', 'tunggu', 'ngulang', 'banget', 'apk', 'nya', 'ih']",bikin emosi banget login ngulang ngulang tunggu ngulang banget
Pengguna Google,👍👍👍,5,2025-04-06 15:26:21,1,positive,,,,[],[],
Pengguna Google,g asik bayar,1,2025-04-06 15:19:22,-1,negative,g asik bayar,tidak asik bayar,asik bayar,"['asik', 'bayar']","['asik', 'bayar']",asik bayar
Pengguna Google,bagus bangat,5,2025-04-06 15:18:54,1,positive,bagus bangat,bagus banget,bagus banget,"['bagus', 'banget']","['bagus', 'banget']",bagus banget
Pengguna Google,parah log in nya susah,2,2025-04-06 15:16:15,-1,negative,parah log in nya susah,parah log ini ya susah,parah log ya susah,"['parah', 'log', 'ya', 'susah']","['parah', 'log', 'ya', 'susah']",parah susah
Pengguna Google,top,5,2025-04-06 15:14:40,1,positive,top,top,top,['top'],['top'],
Pengguna Google,gimana make nya dodolll,4,2025-04-06 14:56:40,1,positive,gimana make nya dodolll,bagaimana memakai ya dodolll,memakai ya dodolll,"['memakai', 'ya', 'dodolll']","['pakai', 'ya', 'dodolll']",pakai dodolll
Pengguna Google,proses verifikasi terburuk dan bikin jaringan hilang... aplikasi yang mengalami kemunduran...,1,2025-04-06 14:53:05,-1,negative,proses verifikasi terburuk dan bikin jaringan hilang aplikasi yang mengalami kemunduran,proses verifikasi terburuk dan bikin jaringan hilang aplikasi yang mengalami kemunduran,proses verifikasi terburuk bikin jaringan hilang aplikasi mengalami kemunduran,"['proses', 'verifikasi', 'terburuk', 'bikin', 'jaringan', 'hilang', 'aplikasi', 'mengalami', 'kemunduran']","['proses', 'verifikasi', 'buruk', 'bikin', 'jaring', 'hilang', 'aplikasi', 'alami', 'mundur']",proses verifikasi buruk bikin jaring hilang aplikasi alami mundur
Pengguna Google,apa apa harus premium,1,2025-04-06 14:47:13,-1,negative,apa apa harus premium,apa apa harus premium,premium,['premium'],['premium'],premium
Pengguna Google,aplikasi yang bagus dan membantu.,5,2025-04-06 14:43:48,1,positive,aplikasi yang bagus dan membantu,aplikasi yang bagus dan membantu,aplikasi bagus membantu,"['aplikasi', 'bagus', 'membantu']","['aplikasi', 'bagus', 'bantu']",aplikasi bagus bantu
Pengguna Google,gabisa di dalam aplikasinya,1,2025-04-06 14:34:31,-1,negative,gabisa di dalam aplikasinya,tidak bisa di dalam aplikasinya,aplikasinya,['aplikasinya'],['aplikasi'],aplikasi
Pengguna Google,😝😝😝apk jelek...minta upgrape premium mulu...,1,2025-04-06 14:14:47,-1,negative,apk jelek minta upgrape premium mulu,apk jelek meminta upgrape premium mulu,apk jelek upgrape premium mulu,"['apk', 'jelek', 'upgrape', 'premium', 'mulu']","['apk', 'jelek', 'upgrape', 'premium', 'mulu']",jelek upgrape premium mulu
Pengguna Google,ini sangat membantu top markotop,5,2025-04-06 14:00:10,1,positive,ini sangat membantu top markotop,ini sangat membantu top markotop,membantu top markotop,"['membantu', 'top', 'markotop']","['bantu', 'top', 'markotop']",bantu markotop
Pengguna Google,gak bisa login,1,2025-04-06 13:57:56,-1,negative,gak bisa login,tidak bisa login,login,['login'],['login'],login
Pengguna Google,baik,1,2025-04-06 13:55:51,-1,negative,baik,baik,,[],[],
Pengguna Google,"gabisa di instal... bikin panas hp, nyimpen virus ya?",1,2025-04-06 13:44:59,-1,negative,gabisa di instal bikin panas hp nyimpen virus ya,tidak bisa di instal bikin panas hp menyimpan virus ya,instal bikin panas hp menyimpan virus ya,"['instal', 'bikin', 'panas', 'hp', 'menyimpan', 'virus', 'ya']","['instal', 'bikin', 'panas', 'hp', 'simpan', 'virus', 'ya']",instal bikin panas simpan virus
Pengguna Google,bagus,4,2025-04-06 13:36:03,1,positive,bagus,bagus,bagus,['bagus'],['bagus'],bagus
Pengguna Google,"banyak bug, huh 👎🏻👎🏻👎🏻👎🏻",1,2025-04-06 13:29:22,-1,negative,banyak bug huh,banyak bug huh,bug huh,"['bug', 'huh']","['bug', 'huh']",
Pengguna Google,sekarang getcontact ada pembayarannya,2,2025-04-06 13:13:22,-1,negative,sekarang getcontact ada pembayarannya,sekarang getcontact ada pembayarannya,getcontact pembayarannya,"['getcontact', 'pembayarannya']","['getcontact', 'bayar']",getcontact bayar
Pengguna Google,GK jelas,1,2025-04-06 13:09:49,-1,negative,gk jelas,tidak jelas,,[],[],
Pengguna Google,"apk ga guna sih, gatau gunanya apaa, heran",1,2025-04-06 12:58:29,-1,negative,apk ga guna sih gatau gunanya apaa heran,apk tidak guna sih tidak tau gunanya apa heran,apk sih tau gunanya heran,"['apk', 'sih', 'tau', 'gunanya', 'heran']","['apk', 'sih', 'tau', 'guna', 'heran']",guna heran
Pengguna Google,behh 😎👍,5,2025-04-06 12:50:28,1,positive,behh,behh,behh,['behh'],['behh'],behh
Pengguna Google,ok,5,2025-04-06 11:31:36,1,positive,ok,ok,ok,['ok'],['ok'],
Pengguna Google,aplikasi bukan nya mudah in penggunaan ini malah sok ngeribetin 🫢,1,2025-04-06 11:30:02,-1,negative,aplikasi bukan nya mudah in penggunaan ini malah sok ngeribetin,aplikasi bukan ya mudah ini penggunaan ini malah sok ngeribetin,aplikasi ya mudah penggunaan sok ngeribetin,"['aplikasi', 'ya', 'mudah', 'penggunaan', 'sok', 'ngeribetin']","['aplikasi', 'ya', 'mudah', 'guna', 'sok', 'ngeribetin']",aplikasi mudah guna ngeribetin
Pengguna Google,baguss sih tapi gabisa liat smua harus bayar biar premium,5,2025-04-06 11:25:56,1,positive,baguss sih tapi gabisa liat smua harus bayar biar premium,bagus sih tapi tidak bisa lihat semua harus bayar biar premium,bagus sih lihat bayar biar premium,"['bagus', 'sih', 'lihat', 'bayar', 'biar', 'premium']","['bagus', 'sih', 'lihat', 'bayar', 'biar', 'premium']",bagus lihat bayar biar premium
Pengguna Google,"tidak seperti dulu lagi sekarang harus langganan premium jika tidak apk tidak berfungsi percuma, auto uninstall byeee",1,2025-04-06 11:13:36,-1,negative,tidak seperti dulu lagi sekarang harus langganan premium jika tidak apk tidak berfungsi percuma auto uninstall byeee,tidak seperti dulu lagi sekarang harus langganan premium jika tidak apk tidak berfungsi percuma auto uninstall byeee,langganan premium apk berfungsi auto uninstall byeee,"['langganan', 'premium', 'apk', 'berfungsi', 'auto', 'uninstall', 'byeee']","['langgan', 'premium', 'apk', 'fungsi', 'auto', 'uninstall', 'byeee']",langgan premium fungsi auto uninstall byeee
Pengguna Google,Apa2 bayar mulu apk gajelas,1,2025-04-06 11:07:05,-1,negative,apa2 bayar mulu apk gajelas,apa-apa bayar mulu apk tidak jelas,apa-apa bayar mulu apk,"['apa', 'apa', 'bayar', 'mulu', 'apk']","['apa', 'apa', 'bayar', 'mulu', 'apk']",bayar mulu
Pengguna Google,masa gabisa di buka si?,3,2025-04-06 10:50:29,0,neutral,masa gabisa di buka si,masa tidak bisa di buka sih,buka sih,"['buka', 'sih']","['buka', 'sih']",buka
Pengguna Google,apk ga jelas bgt dulu gampang login sekarang susah amat udh verifikasi balik ke apk nya malah layar nya putih duh gimana si,1,2025-04-06 10:37:55,-1,negative,apk ga jelas bgt dulu gampang login sekarang susah amat udh verifikasi balik ke apk nya malah layar nya putih duh gimana si,apk tidak jelas banget dulu gampang login sekarang susah amat sudah verifikasi balik ke apk ya malah layar ya putih duh bagaimana sih,apk banget gampang login susah verifikasi apk ya layar ya putih duh sih,"['apk', 'banget', 'gampang', 'login', 'susah', 'verifikasi', 'apk', 'ya', 'layar', 'ya', 'putih', 'duh', 'sih']","['apk', 'banget', 'gampang', 'login', 'susah', 'verifikasi', 'apk', 'ya', 'layar', 'ya', 'putih', 'duh', 'sih']",banget gampang login susah verifikasi layar putih
Pengguna Google,2 kali verifikasi dan ini berbayar,1,2025-04-06 10:35:48,-1,negative,2 kali verifikasi dan ini berbayar,2 kali verifikasi dan ini berbayar,2 kali verifikasi berbayar,"['2', 'kali', 'verifikasi', 'berbayar']","['2', 'kali', 'verifikasi', 'bayar']",kali verifikasi bayar
Pengguna Google,bagus apk nyaa,5,2025-04-06 10:19:42,1,positive,bagus apk nyaa,bagus apk nya,bagus apk nya,"['bagus', 'apk', 'nya']","['bagus', 'apk', 'nya']",bagus
Pengguna Google,nga tahu gimana cara melihat dia save nomor aku,1,2025-04-06 10:09:22,-1,negative,nga tahu gimana cara melihat dia save nomor aku,tidak tahu bagaimana cara melihat dia save nomor aku,save nomor,"['save', 'nomor']","['save', 'nomor']",save nomor
Pengguna Google,serius skrg kegini kah? ga kedulu lagi? dikit² prem wkwkw ga semanis iklan jelas² dlu ga perlu prem kalo liat semua tag beli prem kalo jatah cek nomer abis sekarang kalo cek tag semua harus prem wkwkwk aneh,2,2025-04-06 10:01:28,-1,negative,serius skrg kegini kah ga kedulu lagi dikit² prem wkwkw ga semanis iklan jelas² dlu ga perlu prem kalo liat semua tag beli prem kalo jatah cek nomer abis sekarang kalo cek tag semua harus prem wkwkwk aneh,serius sekarang kegini kah tidak kedulu lagi dikit² prem wkwkw tidak semanis iklan jelas² dulu tidak perlu prem kalau lihat semua tag beli prem kalau jatah cek nomer habis sekarang kalau cek tag semua harus prem wkwkwk aneh,serius kegini kah kedulu dikit² prem wkwkw semanis iklan jelas² prem lihat tag beli prem jatah cek nomer habis cek tag prem wkwkwk aneh,"['serius', 'kegini', 'kah', 'kedulu', 'dikit²', 'prem', 'wkwkw', 'semanis', 'iklan', 'jelas²', 'prem', 'lihat', 'tag', 'beli', 'prem', 'jatah', 'cek', 'nomer', 'habis', 'cek', 'tag', 'prem', 'wkwkwk', 'aneh']","['serius', 'gin', 'kah', 'kedulu', 'dikit', 'prem', 'wkwkw', 'seman', 'iklan', 'jelas', 'prem', 'lihat', 'tag', 'beli', 'prem', 'jatah', 'cek', 'nomer', 'habis', 'cek', 'tag', 'prem', 'wkwkwk', 'aneh']",serius kedulu dikit prem wkwkw seman iklan jelas prem lihat beli prem jatah nomer habis prem wkwkwk aneh
